,id,name,yelp_review_count,yelp_rating,price,main_category,categories,url,google_rating,google_review_count
174,-7mtTaJVlmx9TqWM-CAw-A,Breeze Bakery Cafe,1120,4.0,$,Bakeries,"['Bakeries', 'Cafes']",https://www.yelp.com/biz/breeze-bakery-cafe-annandale?adjust_creative=Em25CrZcrTDPbtl6s0OoXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Em25CrZcrTDPbtl6s0OoXQ,4.4,1870.0
175,g5K7gQLArdpXYqbw1yAFHw,Maydan,1120,4.5,$$$$,Moroccan,"['Moroccan', 'Lebanese']",https://www.yelp.com/biz/maydan-washington-2?adjust_creative=Em25CrZcrTDPbtl6s0OoXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Em25CrZcrTDPbtl6s0OoXQ,4.6,1539.0
176,IZkYEX_Z27V9LRzINi_nmw,Sisters Thai Mosaic District,1112,4.0,$$,Thai,['Thai'],https://www.yelp.com/biz/sisters-thai-mosaic-district-fairfax-8?adjust_creative=Em25CrZcrTDPbtl6s0OoXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Em25CrZcrTDPbtl6s0OoXQ,4.4,924.0
177,O5YrMeOGYDxLcnf5mrlR0A,Big Buns Damn Good Burgers,1111,4.0,$$,Burgers,['Burgers'],https://www.yelp.com/biz/big-buns-damn-good-burgers-arlington-4?adjust_creative=Em25CrZcrTDPbtl6s0OoXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Em25CrZcrTDPbtl6s0OoXQ,4.5,1660.0
178,CJP-Y7kXkOf2qbJ6td6mog,Mia's Italian Kitchen,1110,4.0,$$,Pizza,"['Pizza', 'Italian']",https://www.yelp.com/biz/mias-italian-kitchen-alexandria?adjust_creative=Em25CrZcrTDPbtl6s0OoXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Em25CrZcrTDPbtl6s0OoXQ,4.5,2487.0
179,I0dN1vALiyhXcs4Sgi6pQg,A & J Restaurant,1080,4.0,$$,Chinese,"['Chinese', 'Taiwanese', 'Noodles']",https://www.yelp.com/biz/a-and-j-restaurant-rockville-4?adjust_creative=Em25CrZcrTDPbtl6s0OoXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Em25CrZcrTDPbtl6s0OoXQ,4.4,769.0
180,vrpTb2-J1azJqjgvh5j8UQ,Logan Tavern,1076,4.0,$$,New American,"['New American', 'Sports Bars']",https://www.yelp.com/biz/logan-tavern-washington?adjust_creative=Em25CrZcrTDPbtl6s0OoXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Em25CrZcrTDPbtl6s0OoXQ,4.3,1303.0
181,-d6GRp2UvFjsX4ay1MI9jw,Bakeshop,1073,4.5,$,Desserts,"['Desserts', 'Bakeries', 'Coffee & Tea']",https://www.yelp.com/biz/bakeshop-arlington?adjust_creative=Em25CrZcrTDPbtl6s0OoXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Em25CrZcrTDPbtl6s0OoXQ,4.6,40.0
182,72H5yryNiWQJRDCu0dgZOQ,Valentino's NY Pizzeria,1073,3.5,$$,Pizza,"['Pizza', 'Italian', 'Seafood']",https://www.yelp.com/biz/valentinos-ny-pizzeria-alexandria?adjust_creative=Em25CrZcrTDPbtl6s0OoXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Em25CrZcrTDPbtl6s0OoXQ,4.1,1354.0
183,8MObDyLiiMgzsx2TT_w92g,All Set Restaurant & Bar,1073,4.0,$$,New American,"['New American', 'Seafood', 'Barbeque']",https://www.yelp.com/biz/all-set-restaurant-and-bar-silver-spring?adjust_creative=Em25CrZcrTDPbtl6s0OoXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Em25CrZcrTDPbtl6s0OoXQ,4.4,1447.0
184,n-6O6I7pmmpwkW2pCO-zDw,Indigo,1056,4.0,$$,Indian,['Indian'],https://www.yelp.com/biz/indigo-washington-3?adjust_creative=Em25CrZcrTDPbtl6s0OoXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Em25CrZcrTDPbtl6s0OoXQ,4.5,1750.0
185,Y5VHK5uzYqAPN-UFt6DDUw,The Capital Grille,1054,4.5,$$$,Steakhouses,"['Steakhouses', 'Seafood', 'Wine Bars']",https://www.yelp.com/biz/the-capital-grille-washington-3?adjust_creative=Em25CrZcrTDPbtl6s0OoXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Em25CrZcrTDPbtl6s0OoXQ,4.6,2214.0
186,UD_Ap7enNn7aPByJkqDZtg,BlackSalt,1053,4.0,$$$,Seafood,"['Seafood', 'New American']",https://www.yelp.com/biz/blacksalt-washington-2?adjust_creative=Em25CrZcrTDPbtl6s0OoXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Em25CrZcrTDPbtl6s0OoXQ,4.6,896.0
187,w7VWjIsC9CTqzcNz9dLbow,Cadillac Ranch,1052,3.0,$$,Bars,"['Bars', 'Seafood', 'American']",https://www.yelp.com/biz/cadillac-ranch-oxon-hill-oxon-hill?adjust_creative=Em25CrZcrTDPbtl6s0OoXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Em25CrZcrTDPbtl6s0OoXQ,3.9,4686.0
188,GXVJMJDqbww_cvHO2SU2aQ,Bond 45,1049,3.5,$$$,Italian,"['Italian', 'Steakhouses', 'Seafood']",https://www.yelp.com/biz/bond-45-national-harbor?adjust_creative=Em25CrZcrTDPbtl6s0OoXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Em25CrZcrTDPbtl6s0OoXQ,4.1,1567.0
189,r7zjaaf5mPTzH63ShtkzBg,Lighthouse Tofu,1046,4.0,$$,Korean,['Korean'],https://www.yelp.com/biz/lighthouse-tofu-annandale?adjust_creative=Em25CrZcrTDPbtl6s0OoXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Em25CrZcrTDPbtl6s0OoXQ,4.4,899.0
190,Va5ZXtWADLIN1Sw9S-cxLg,Hong Kong Pearl Seafood Restaurant,1045,3.5,$$,Seafood,"['Seafood', 'Dim Sum', 'Cantonese']",https://www.yelp.com/biz/hong-kong-pearl-seafood-restaurant-falls-church?adjust_creative=Em25CrZcrTDPbtl6s0OoXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Em25CrZcrTDPbtl6s0OoXQ,4.0,1488.0
191,jbfA-xtxNAdNrqyjKxHi0Q,Padaek,1044,4.5,$$,Thai,"['Thai', 'Laotian']",https://www.yelp.com/biz/padaek-falls-church-2?adjust_creative=Em25CrZcrTDPbtl6s0OoXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Em25CrZcrTDPbtl6s0OoXQ,4.5,607.0
192,fmZdFVn9668CIE6CGftLnA,Art and Soul,1043,3.5,$$$,New American,"['New American', 'Breakfast & Brunch', 'Sandwiches']",https://www.yelp.com/biz/art-and-soul-washington-2?adjust_creative=Em25CrZcrTDPbtl6s0OoXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Em25CrZcrTDPbtl6s0OoXQ,4.2,907.0
193,sfrw2w1T_ZWgZ6qZ6qWUbg,The Coupe,1039,3.5,$$,Diners,"['Diners', 'Breakfast & Brunch']",https://www.yelp.com/biz/the-coupe-washington?adjust_creative=Em25CrZcrTDPbtl6s0OoXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Em25CrZcrTDPbtl6s0OoXQ,4.3,1722.0
194,cyIX1q9bVjSKkhx1Cw9eLA,Pearl Dive Oyster Palace,1037,4.0,$$,Seafood,"['Seafood', 'Breakfast & Brunch']",https://www.yelp.com/biz/pearl-dive-oyster-palace-washington?adjust_creative=Em25CrZcrTDPbtl6s0OoXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Em25CrZcrTDPbtl6s0OoXQ,4.6,1102.0
195,094fHChJkrJqztSFCn3ezA,Taqueria Habanero,1036,4.5,$$,Mexican,"['Mexican', 'Cocktail Bars']",https://www.yelp.com/biz/taqueria-habanero-washington?adjust_creative=Em25CrZcrTDPbtl6s0OoXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Em25CrZcrTDPbtl6s0OoXQ,4.5,1611.0
196,dn079TSJ6GryvRICyC1hYg,Bodega Spanish Tapas & Lounge,1035,3.5,$$,Tapas Bars,"['Tapas Bars', 'Spanish']",https://www.yelp.com/biz/bodega-spanish-tapas-and-lounge-washington?adjust_creative=Em25CrZcrTDPbtl6s0OoXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Em25CrZcrTDPbtl6s0OoXQ,4.2,1226.0
197,QOLlJiH76Vzcukbo2wuC9w,Clyde's Tower Oaks Lodge,1034,3.5,$$,Bars,"['Bars', 'Seafood', 'American']",https://www.yelp.com/biz/clydes-tower-oaks-lodge-rockville-4?adjust_creative=Em25CrZcrTDPbtl6s0OoXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Em25CrZcrTDPbtl6s0OoXQ,4.5,3956.0
198,Kum_yBojFgplX6U68iUR4g,ala,1031,4.0,$$$,Mediterranean,"['Mediterranean', 'Middle Eastern']",https://www.yelp.com/biz/ala-washington?adjust_creative=Em25CrZcrTDPbtl6s0OoXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Em25CrZcrTDPbtl6s0OoXQ,4.3,1763.0
199,ymW_Ro0w1heydvSXq_zOvw,Lyon Hall,1028,4.0,$$,Brasseries,"['Brasseries', 'French', 'German']",https://www.yelp.com/biz/lyon-hall-arlington?adjust_creative=Em25CrZcrTDPbtl6s0OoXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Em25CrZcrTDPbtl6s0OoXQ,4.5,1284.0
200,gyDlw-vrvBx_H8XuIWW0xg,Dog Haus,1026,4.5,$$,Burgers,"['Burgers', 'New American', 'Cocktail Bars']",https://www.yelp.com/biz/dog-haus-bethesda-7?adjust_creative=Em25CrZcrTDPbtl6s0OoXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Em25CrZcrTDPbtl6s0OoXQ,4.4,33.0
201,ZYVS2ZSWKunUBisP2Qa4jA,Ted's Bulletin,1024,3.5,$$,Breakfast & Brunch,"['Breakfast & Brunch', 'Comfort Food', 'New American']",https://www.yelp.com/biz/teds-bulletin-fairfax-4?adjust_creative=Em25CrZcrTDPbtl6s0OoXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Em25CrZcrTDPbtl6s0OoXQ,4.5,4652.0
202,4SUXI6IE9EZNultFqDtH9A,Del Frisco's Double Eagle Steakhouse,1022,3.5,$$$,Steakhouses,"['Steakhouses', 'New American']",https://www.yelp.com/biz/del-friscos-double-eagle-steakhouse-washington?adjust_creative=Em25CrZcrTDPbtl6s0OoXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Em25CrZcrTDPbtl6s0OoXQ,4.2,1707.0
203,NBg86yfipIHN3PBJUVcoaA,The Red Hen,1016,4.5,$$$,Italian,"['Italian', 'Desserts', 'Cocktail Bars']",https://www.yelp.com/biz/the-red-hen-washington-4?adjust_creative=Em25CrZcrTDPbtl6s0OoXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Em25CrZcrTDPbtl6s0OoXQ,4.4,725.0
204,gLCGsMhmAOJ0ak8qawkUhg,Da Hong Pao,1011,4.0,$$,Cantonese,"['Cantonese', 'Dim Sum', 'Szechuan']",https://www.yelp.com/biz/da-hong-pao-washington?adjust_creative=Em25CrZcrTDPbtl6s0OoXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Em25CrZcrTDPbtl6s0OoXQ,4.1,1519.0
205,5aJx6R5qQ69lVcVJq7J1Jw,J Gilbert's,1011,4.0,$$$,Steakhouses,"['Steakhouses', 'Seafood', 'Bars']",https://www.yelp.com/biz/j-gilberts-mclean-4?adjust_creative=Em25CrZcrTDPbtl6s0OoXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Em25CrZcrTDPbtl6s0OoXQ,4.4,1924.0
206,C7Hy45m6xebL42p-hb2NbA,A&J,1010,4.0,$$,Taiwanese,"['Taiwanese', 'Chinese']",https://www.yelp.com/biz/a-and-j-annandale?adjust_creative=Em25CrZcrTDPbtl6s0OoXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Em25CrZcrTDPbtl6s0OoXQ,4.4,856.0
207,zgBaE2kqiHVtvcC1RetcTw,Elephant & Castle,1005,3.5,$$,British,"['British', 'Pubs']",https://www.yelp.com/biz/elephant-and-castle-washington?adjust_creative=Em25CrZcrTDPbtl6s0OoXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Em25CrZcrTDPbtl6s0OoXQ,4.1,3144.0
208,mhAC6aVjmMI1G5UNPk-tfA,Bub and Pop's,1005,4.5,$$,Sandwiches,"['Sandwiches', 'American', 'Delis']",https://www.yelp.com/biz/bub-and-pops-washington?adjust_creative=Em25CrZcrTDPbtl6s0OoXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Em25CrZcrTDPbtl6s0OoXQ,4.5,803.0
209,oBfR4xFW3bt41I1oe92tvg,ChopHouse & Brewery,1005,3.5,$$$,Steakhouses,"['Steakhouses', 'Breweries', 'Salad']",https://www.yelp.com/biz/chophouse-and-brewery-washington-4?adjust_creative=Em25CrZcrTDPbtl6s0OoXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Em25CrZcrTDPbtl6s0OoXQ,4.3,1680.0
210,sMRVWEI7U9ThP7jZBK_aBQ,Granville Moore's,1005,4.0,$$,New American,"['New American', 'Belgian', 'Gastropubs']",https://www.yelp.com/biz/granville-moores-washington?adjust_creative=Em25CrZcrTDPbtl6s0OoXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Em25CrZcrTDPbtl6s0OoXQ,4.4,500.0
211,h5MUgU5C-Sue4W5nN74F1A,McCormick & Schmick's Seafood & Steaks,1004,2.5,$$$,Seafood,"['Seafood', 'Gluten-Free']",https://www.yelp.com/biz/mccormick-and-schmicks-seafood-and-steaks-oxon-hill?adjust_creative=Em25CrZcrTDPbtl6s0OoXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Em25CrZcrTDPbtl6s0OoXQ,4.1,1251.0
212,C8S6H-am9p90WVgrBNK97g,Hot N Juicy Crawfish,1003,4.0,$$,Cajun/Creole,"['Cajun/Creole', 'Seafood']",https://www.yelp.com/biz/hot-n-juicy-crawfish-falls-church?adjust_creative=Em25CrZcrTDPbtl6s0OoXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Em25CrZcrTDPbtl6s0OoXQ,4.3,2753.0
213,6hbEIUuqBSXv4RrqStgWTQ,Agua 301,1002,3.5,$$,Mexican,"['Mexican', 'Breakfast & Brunch', 'Cocktail Bars']",https://www.yelp.com/biz/agua-301-washington-2?adjust_creative=Em25CrZcrTDPbtl6s0OoXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Em25CrZcrTDPbtl6s0OoXQ,3.9,1185.0
214,oJLfppou07mHIpZt1Dg1Ag,Fogo de Chão Brazilian Steakhouse,1001,4.0,$$$,Steakhouses,"['Steakhouses', 'Brazilian']",https://www.yelp.com/biz/fogo-de-chao-brazilian-steakhouse-tysons-7?adjust_creative=Em25CrZcrTDPbtl6s0OoXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Em25CrZcrTDPbtl6s0OoXQ,4.6,6432.0
215,6A0DodSUHF64eCYyCLlcWA,2941 Restaurant,997,4.0,$$$,New American,"['New American', 'French', 'Cocktail Bars']",https://www.yelp.com/biz/2941-restaurant-falls-church?adjust_creative=Em25CrZcrTDPbtl6s0OoXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Em25CrZcrTDPbtl6s0OoXQ,4.6,1109.0
216,NRagjbNgImkw952His-QeA,Bartaco Mosaic,995,4.5,$$,Tacos,['Tacos'],https://www.yelp.com/biz/bartaco-mosaic-fairfax?adjust_creative=Em25CrZcrTDPbtl6s0OoXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Em25CrZcrTDPbtl6s0OoXQ,4.5,1227.0
217,Km7sse_j5jaWXr_met7Nlg,Fish Market Restaurant,995,3.5,$$,Seafood,"['Seafood', 'American', 'Bars']",https://www.yelp.com/biz/fish-market-restaurant-alexandria-2?adjust_creative=Em25CrZcrTDPbtl6s0OoXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Em25CrZcrTDPbtl6s0OoXQ,4.3,2258.0
218,QZFBrI_alEWnnUb8nz6ZXQ,Silver Diner,994,4.0,$$,Diners,"['Diners', 'New American', 'Breakfast & Brunch']",https://www.yelp.com/biz/silver-diner-rockville?adjust_creative=Em25CrZcrTDPbtl6s0OoXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Em25CrZcrTDPbtl6s0OoXQ,4.6,806.0
219,-J3C1CDLqLTUg0tZK1dknQ,Neisha Thai Cuisine,989,4.0,Not Listed,Thai,"['Thai', 'Bars']",https://www.yelp.com/biz/neisha-thai-cuisine-vienna-5?adjust_creative=Em25CrZcrTDPbtl6s0OoXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Em25CrZcrTDPbtl6s0OoXQ,2.5,2.0
220,sMzTAeBwEjchTZbqG2mlQA,Pitango Gelato,989,4.0,$$,Coffee & Tea,"['Coffee & Tea', 'Ice Cream & Frozen Yogurt', 'Gelato']",https://www.yelp.com/biz/pitango-gelato-washington-2?adjust_creative=Em25CrZcrTDPbtl6s0OoXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Em25CrZcrTDPbtl6s0OoXQ,4.3,310.0
221,RlVQcyODytG0XUvv4fZlXg,"Bayou Bakery, Coffee Bar & Eatery",982,3.5,$$,Bakeries,"['Bakeries', 'Coffee & Tea', 'Breakfast & Brunch']",https://www.yelp.com/biz/bayou-bakery-coffee-bar-and-eatery-arlington?adjust_creative=Em25CrZcrTDPbtl6s0OoXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Em25CrZcrTDPbtl6s0OoXQ,4.4,1598.0
222,P8y33uhsZkNziCUR2gw2wA,Sichuan Pavilion,980,3.5,$$,Szechuan,"['Szechuan', 'Cantonese']",https://www.yelp.com/biz/sichuan-pavilion-washington?adjust_creative=Em25CrZcrTDPbtl6s0OoXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Em25CrZcrTDPbtl6s0OoXQ,4.1,880.0
223,E3Qj0AHTtnbRvyVojXO7IQ,Flavio Restaurant,980,4.0,$$,Italian,"['Italian', 'Wine Bars']",https://www.yelp.com/biz/flavio-restaurant-washington?adjust_creative=Em25CrZcrTDPbtl6s0OoXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Em25CrZcrTDPbtl6s0OoXQ,4.2,1569.0
224,Ie29h5iJijTFgUf6p7BY0g,Copper Canyon Grill,975,3.5,$$,American,['American'],https://www.yelp.com/biz/copper-canyon-grill-lanham?adjust_creative=Em25CrZcrTDPbtl6s0OoXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Em25CrZcrTDPbtl6s0OoXQ,4.4,1676.0
225,RL21A4sz9o33XF2ugpWdyA,Red Velvet Cupcakery,972,3.5,$$,Bakeries,"['Bakeries', 'Cupcakes', 'Caterers']",https://www.yelp.com/biz/red-velvet-cupcakery-washington?adjust_creative=Em25CrZcrTDPbtl6s0OoXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Em25CrZcrTDPbtl6s0OoXQ,4.0,332.0
226,Q0UIznn5mdGJ3DIRx9lBLQ,The Block,970,4.5,$$,Asian Fusion,"['Asian Fusion', 'Cocktail Bars', 'Music Venues']",https://www.yelp.com/biz/the-block-annandale?adjust_creative=Em25CrZcrTDPbtl6s0OoXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Em25CrZcrTDPbtl6s0OoXQ,3.7,53.0
227,lRH_cZ08TXKnCS5FKP0Qow,Un Je Ne Sais Quoi,966,4.5,$,Desserts,"['Desserts', 'Cafes', 'Bakeries']",https://www.yelp.com/biz/un-je-ne-sais-quoi-washington?adjust_creative=Em25CrZcrTDPbtl6s0OoXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Em25CrZcrTDPbtl6s0OoXQ,4.7,1141.0
228,ty8X9wdAzzcShY9PgBDmgQ,Gringos & Mariachis,961,4.0,$$,Mexican,"['Mexican', 'Bars', 'Salad']",https://www.yelp.com/biz/gringos-and-mariachis-bethesda?adjust_creative=Em25CrZcrTDPbtl6s0OoXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Em25CrZcrTDPbtl6s0OoXQ,4.3,1356.0
229,4I_AmIA9OVG0APeGZJbuZg,Bob & Edith's Diner - Columbia Pike,959,4.0,$$,Breakfast & Brunch,"['Breakfast & Brunch', 'Sandwiches', 'Waffles']",https://www.yelp.com/biz/bob-and-ediths-diner-columbia-pike-arlington?adjust_creative=Em25CrZcrTDPbtl6s0OoXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Em25CrZcrTDPbtl6s0OoXQ,4.4,2894.0
230,ubLZP9AY9_TRRyyuE_UcCQ,Joe Theismann's Restaurant,959,4.0,$$,American,"['American', 'Sports Bars', 'Steakhouses']",https://www.yelp.com/biz/joe-theismanns-restaurant-alexandria?adjust_creative=Em25CrZcrTDPbtl6s0OoXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Em25CrZcrTDPbtl6s0OoXQ,4.4,2421.0
231,A-89i7_ipR-QOlg4Z1echQ,Kaliwa,958,3.0,$$,Filipino,"['Filipino', 'Thai', 'Korean']",https://www.yelp.com/biz/kaliwa-washington-5?adjust_creative=Em25CrZcrTDPbtl6s0OoXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Em25CrZcrTDPbtl6s0OoXQ,3.9,1895.0
232,XOGy2NVpKkoINMNG59VkDg,Sardi's Pollo A La Brasa,957,4.5,$$,Latin American,"['Latin American', 'Peruvian', 'Chicken Shop']",https://www.yelp.com/biz/sardis-pollo-a-la-brasa-beltsville-2?adjust_creative=Em25CrZcrTDPbtl6s0OoXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Em25CrZcrTDPbtl6s0OoXQ,4.3,1889.0
233,Gw8GCgHx0atCy-lDZCEV9w,Tachibana Japanese Restaurant,957,4.0,$$,Japanese,"['Japanese', 'Sushi Bars', 'Seafood']",https://www.yelp.com/biz/tachibana-japanese-restaurant-mclean?adjust_creative=Em25CrZcrTDPbtl6s0OoXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Em25CrZcrTDPbtl6s0OoXQ,4.6,1075.0
234,5RdITuWczQlC_SI6pzQEVw,Spanish Diner,954,3.5,$$,Spanish,"['Spanish', 'Tapas Bars', 'Sandwiches']",https://www.yelp.com/biz/spanish-diner-bethesda-4?adjust_creative=Em25CrZcrTDPbtl6s0OoXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Em25CrZcrTDPbtl6s0OoXQ,4.1,1018.0
235,xrp2K5LFWT0l6tQSaC0jMA,Amoo's Restaurant,953,4.5,$$,Persian/Iranian,['Persian/Iranian'],https://www.yelp.com/biz/amoos-restaurant-mclean?adjust_creative=Em25CrZcrTDPbtl6s0OoXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Em25CrZcrTDPbtl6s0OoXQ,4.4,961.0
236,AuqA0lff1pyP7mquiBzjBQ,Chasin Tails - Falls Church,951,4.0,$$,Cajun/Creole,"['Cajun/Creole', 'Seafood', 'Vietnamese']",https://www.yelp.com/biz/chasin-tails-falls-church-falls-church-2?adjust_creative=Em25CrZcrTDPbtl6s0OoXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Em25CrZcrTDPbtl6s0OoXQ,4.3,1649.0
237,AxdKexZwwL2FtZhy2VUIOw,The Cakeroom,946,4.0,$$,Cupcakes,"['Cupcakes', 'Custom Cakes']",https://www.yelp.com/biz/the-cakeroom-washington-2?adjust_creative=Em25CrZcrTDPbtl6s0OoXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Em25CrZcrTDPbtl6s0OoXQ,4.1,687.0
238,bDQe3VZlpJtDlQ-ojeF-GA,IPIC North Bethesda,946,3.5,$$,Cinema,"['Cinema', 'Dinner Theater']",https://www.yelp.com/biz/ipic-north-bethesda-north-bethesda?adjust_creative=Em25CrZcrTDPbtl6s0OoXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Em25CrZcrTDPbtl6s0OoXQ,4.2,1943.0
239,NJTiNJC_TwlIfgeUEyF9zQ,Bantam King,944,4.0,$$,Ramen,"['Ramen', 'Chicken Shop', 'Halal']",https://www.yelp.com/biz/bantam-king-washington?adjust_creative=Em25CrZcrTDPbtl6s0OoXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Em25CrZcrTDPbtl6s0OoXQ,4.4,1586.0
240,MR30ZkWTWxWUaY2CHKZBMw,Wildfire,942,3.5,$$$,Steakhouses,"['Steakhouses', 'American', 'Wine Bars']",https://www.yelp.com/biz/wildfire-mclean-12?adjust_creative=Em25CrZcrTDPbtl6s0OoXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Em25CrZcrTDPbtl6s0OoXQ,0.0,0.0
241,9nhzaAX6BdbgF4u2Zxi9RA,Kusshi,939,4.0,$$,Sushi Bars,"['Sushi Bars', 'Japanese', 'Whiskey Bars']",https://www.yelp.com/biz/kusshi-north-bethesda-2?adjust_creative=Em25CrZcrTDPbtl6s0OoXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Em25CrZcrTDPbtl6s0OoXQ,4.4,1096.0
242,LbDissG11bYd64pg-ktpRQ,Oegadgib,939,3.5,$$,Korean,"['Korean', 'Barbeque', 'Buffets']",https://www.yelp.com/biz/oegadgib-annandale?adjust_creative=Em25CrZcrTDPbtl6s0OoXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Em25CrZcrTDPbtl6s0OoXQ,4.3,1160.0
243,-XkoQgIL-wgHCkqRg9rhQQ,Ben's Next Door,935,3.5,$$,Bars,"['Bars', 'American']",https://www.yelp.com/biz/bens-next-door-washington?adjust_creative=Em25CrZcrTDPbtl6s0OoXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Em25CrZcrTDPbtl6s0OoXQ,4.1,1050.0
244,wTz5b1FR8Af06LKjf9eTDQ,Daikaya the Izakaya,932,4.0,$$,Izakaya,['Izakaya'],https://www.yelp.com/biz/daikaya-the-izakaya-washington-3?adjust_creative=Em25CrZcrTDPbtl6s0OoXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Em25CrZcrTDPbtl6s0OoXQ,4.4,4704.0
